RegionID,SizeRank,City/State,Lat,Long,Monthly Average,Radius,YOY %
394907,427,"New Castle, PA",41.0037,-80.347,728,10,0.00%
394925,428,"Oak Harbor, WA",48.2932,-122.643,1648,10,3.50%
394942,429,"Orangeburg, SC",33.4918,-80.8556,1435,10,0.00%
395212,430,"Watertown, WI",43.1947,-88.7287,1168,7.5,8.50%
394644,433,"Great Falls, MT",47.4942,-111.2833,1098,10,4.60%
394859,437,"Midland, MI",43.6156,-84.2472,1716,10,4.40%
394755,438,"Kokomo, IN",40.4864,-86.1336,812,7.5,0.00%
394395,439,"Bloomsburg, PA",41.0037,-76.4547,1006,10,10.20%
394675,441,"Helena, MT",46.5884,-112.0245,1412,10,6.20%
394744,442,"Key West, FL",24.5551,-81.78,2867,7.5,4.50%
394489,445,"Columbus, IN",39.2014,-85.9214,1282,10,8.90%
394345,446,"Athens, TX",32.2049,-95.8555,1236,7.5,0.00%
394452,447,"Centralia, WA",46.716,-122.9543,1278,10,6.70%
394682,449,"Hinesville, GA",31.847,-81.5964,1436,7.5,-2.80%
395205,451,"Warsaw, IN",41.2381,-85.853,1126,7.5,0.00%
395126,453,"Statesboro, GA",32.4488,-81.7832,1044,7.5,3.30%
394445,454,"Casper, WY",42.8666,-106.3131,1376,10,4.30%
753881,456,"Glenwood Springs, CO",39.5505,-107.3248,2630,10,0.00%
394866,458,"Minot, ND",48.2325,-101.295,1026,10,6.20%
394638,462,"Grand Island, NE",40.9264,-98.342,1334,12.5,0.00%
394699,465,"Huntsville, TX",30.7235,-95.5508,1003,10,0.00%
394738,466,"Keene, NH",42.9337,-72.278,1745,7.5,6.30%
394593,470,"Findlay, OH",41.0442,-83.6499,1538,10,0.00%
394614,471,"Frankfort, KY",38.2009,-84.8733,974,10,9.30%
394516,472,"Danville, IL",40.1245,-87.63,616,10,3.70%
394298,473,"Aberdeen, WA",46.9759,-123.8157,1340,10,10.80%
753893,477,"Jefferson, GA",34.1173,-83.5724,1503,7.5,0.30%
394736,478,"Kapaa, HI",22.088,-159.3379,2400,7.5,0.00%
395088,482,"Shawnee, OK",35.3273,-96.9253,823,10,0.00%
395132,485,"Stevens Point, WI",44.5236,-89.5746,960,10,6.40%
394655,488,"Greenwood, SC",34.1954,-82.1618,863,10,0.00%
394752,490,"Klamath Falls, OR",42.225,-121.7817,1026,10,0.00%
394877,491,"Morehead City, NC",34.7229,-76.726,1500,7.5,0.00%
394305,493,"Alamogordo, NM",32.8995,-105.9603,1123,7.5,0.00%
394586,498,"Faribault, MN",44.295,-93.2688,1383,7.5,0.00%
394829,500,"Marquette, MI",46.5436,-87.3954,1134,10,0.00%
394360,505,"Baraboo, WI",43.4719,-89.7446,988,7.5,0.00%
845163,508,"Jasper, AL",33.8313,-87.2775,789,7.5,0.00%
395092,510,"Shelton, WA",47.215,-123.1007,1403,7.5,0.00%
395020,517,"Rexburg, ID",43.826,-111.7897,1026,7.5,1.70%
394787,518,"Lewiston, ID",46.4165,-117.0177,1150,7.5,0.00%
394759,519,"Laconia, NH",43.5279,-71.4703,1832,7.5,0.00%
394343,521,"Athens, OH",39.3292,-82.1013,628,7.5,0.00%
395199,525,"Walla Walla, WA",46.0646,-118.343,1479,7.5,3.70%
394701,527,"Hutchinson, KS",38.0608,-97.9298,659,10,0.00%
394693,528,"Hudson, NY",42.2529,-73.7905,1960,7.5,9.60%
395124,529,"Starkville, MS",33.4504,-88.8184,1356,7.5,8.80%
394631,531,"Gillette, WY",44.2911,-105.5022,1127,10,0.00%
845162,535,"Granbury, TX",32.4421,-97.7942,1536,7.5,5.40%
395049,537,"Salina, KS",38.8403,-97.6114,750,10,0.00%
753903,538,"Marietta, OH",39.4154,-81.4548,885,7.5,0.00%
394362,540,"Barre, VT",44.197,-72.502,1239,7.5,0.00%
394939,542,"Oneonta, NY",42.4529,-75.0638,1348,7.5,0.00%
394490,543,"Columbus, MS",33.4957,-88.4273,1280,10,0.00%
394456,549,"Charleston, IL",39.4967,-88.1762,635,7.5,0.00%
394592,550,"Fernley, NV",39.6074,-119.2518,1475,7.5,0.00%
394444,551,"Carson City, NV",39.1638,-119.7674,1909,7.5,5.80%
394551,552,"Eagle Pass, TX",28.7091,-100.4995,1477,10,0.00%
394432,553,"Calhoun, GA",34.5026,-84.9511,1995,7.5,0.00%
753877,554,"Cullowhee, NC",35.3132,-83.176,1249,7.5,0.00%
394582,556,"Fairmont, WV",39.4851,-80.1426,838,7.5,0.00%
394621,558,"Gaffney, SC",35.0718,-81.6465,915,7.5,0.00%
394411,561,"Branson, MO",36.6437,-93.2185,909,10,0.00%
394446,562,"Cedar City, UT",37.6775,-113.0619,1326,10,3.10%
394556,566,"Edwards, CO",39.6442,-106.5946,3091,7.5,0.00%
394547,567,"Durango, CO",37.2753,-107.8801,1920,10,5.50%
395122,576,"St. Marys, GA",30.7305,-81.5626,1400,7.5,2.70%
395204,578,"Warrensburg, MO",38.7628,-93.7361,815,10,6.90%
394634,579,"Gloversville, NY",43.0526,-74.3438,900,7.5,0.00%
394604,580,"Fort Leonard Wood, MO",37.7057,-92.157,920,7.5,6.90%
394571,585,"Enterprise, AL",31.3152,-85.8552,1092,7.5,0.00%
394339,586,"Ashland, OH",40.867,-82.3152,835,7.5,0.00%
394363,590,"Bartlesville, OK",36.7473,-95.9808,1328,10,0.00%
394503,592,"Corsicana, TX",32.0954,-96.4689,1143,10,-1.30%
395234,603,"Winona, MN",44.0554,-91.6664,908,7.5,0.00%
394326,607,"Amsterdam, NY",42.9387,-74.1882,1200,7.5,0.00%
394608,611,"Fort Polk South, LA",31.0484,-93.2066,1100,7.5,0.00%
394437,612,"Carson City, CO",#N/A,#N/A,1050,7.5,0.00%
394478,615,"Clovis, NM",34.4048,-103.2052,905,10,1.10%
394919,616,"Norfolk, NE",42.0327,-97.4133,885,7.5,0.00%
395043,618,"Ruston, LA",32.5232,-92.6379,1091,7.5,8.00%
395008,620,"Pullman, WA",46.7313,-117.178,1134,7.5,0.00%
394391,623,"Blackfoot, ID",43.1902,-112.3441,1052,7.5,0.00%
394876,628,"Montrose, CO",38.4783,-107.8762,1353,10,0.00%
394504,629,"Cortland, NY",42.6012,-76.1805,1366,7.5,9.00%
394850,651,"Menomonie, WI",44.8758,-91.9193,922,7.5,0.00%
395037,659,"Rolla, MO",37.9514,-91.7715,637,7.5,7.50%
394567,663,"Ellensburg, WA",46.9965,-120.5478,1256,7.5,0.00%
395032,678,"Rock Springs, WY",41.5875,-109.2029,1294,7.5,10.70%
395129,680,"Stephenville, TX",32.2207,-98.2023,762,7.5,-2.50%
394891,686,"Mountain Home, AR",36.3345,-92.3852,1000,7.5,0.00%
394341,691,"Astoria, OR",46.1879,-123.8313,1463,7.5,12.50%
394354,698,"Austin, MN",43.6666,-92.9746,769,7.5,0.00%
395082,699,"Selinsgrove, PA",40.7984,-76.8619,1000,7.5,0.00%
395227,715,"Williston, ND",48.1467,-103.617,1293,7.5,7.70%
394507,722,"Crawfordsville, IN",40.0412,-86.8744,891,7.5,0.00%
394771,733,"Laramie, WY",41.3114,-105.5911,1050,7.5,10.20%
394894,734,"Murray, KY",36.6103,-88.3148,1053,7.5,0.00%
394603,737,"Fort Dodge, IA",42.4975,-94.168,789,7.5,0.00%
394370,751,"Bay City, TX",28.982,-95.9694,869,7.5,0.00%
395187,760,"Vernal, UT",40.4555,-109.5287,1200,7.5,0.00%
394430,764,"Butte, MT",46.0038,-112.5347,1124,7.5,0.00%
394569,767,"Emporia, KS",38.4039,-96.1817,625,7.5,0.00%
394331,774,"Angola, IN",41.6342,-85.0008,962,7.5,0.00%
394419,778,"Brookings, SD",44.3114,-96.7984,1010,7.5,10.10%
394533,785,"Dickinson, ND",46.8792,-102.7896,1260,7.5,0.00%
753871,811,"Breckenridge, CO",39.4817,-106.0384,2824,7.5,0.00%
753923,849,"The Dalles, OR",45.5946,-121.1787,1539,7.5,0.00%
395198,882,"Wahpeton, ND",46.2641,-96.6056,770,7.5,0.00%
394371,891,"Beatrice, NE",40.2686,-96.7468,1175,7.5,0.00%
394718,892,"Jamestown, ND",46.9105,-98.7084,1302,7.5,6.70%
394996,915,"Portales, NM",34.1862,-103.336,833,7.5,0.00%
