RegionID,SizeRank,City/State,Lat,Long,Monthly Average,Radius,YOY
395080,390,"Sebring, FL",27.4956,-81.4409,1218,7.5,-2.79%
394462,391,"Cheyenne, WY",41.1398,-104.8202,1066,10.0,7.90%
395090,394,"Shelby, NC",35.2924,-81.5356,1128,10.0,2.54%
394542,396,"Dubuque, IA",42.5006,-90.6646,933,10.0,7.40%
753912,398,"Pinehurst, NC",35.1954,-79.4695,1535,7.5,-1.20%
395190,400,"Victoria, TX",28.8053,-97.0036,1058,10.0,8.50%
395038,401,"Rome, GA",34.257,-85.1647,1223,10.0,4.80%
395086,402,"Sevierville, TN",35.8681,-83.5618,1577,10.0,-3.10%
394882,403,"Moses Lake, WA",47.1301,-119.2781,1432,10.0,-2.30%
394441,405,"Cape Girardeau, MO",37.3059,-89.5181,862,10.0,7.20%
394580,407,"Fairbanks, AK",64.8378,-147.7164,1519,10.0,4.70%
394410,408,"Brainerd, MN",46.358,-94.2008,1182,7.5,3.21%
394513,409,"Cumberland, MD",39.6528,-78.7625,1060,7.5,11.80%
394505,411,"Corvallis, OR",44.5646,-123.262,1699,7.5,1.60%
394988,412,"Pocatello, ID",42.8713,-112.4455,980,10.0,3.20%
394501,413,"Corning, NY",42.1429,-77.0547,1342,7.5,4.80%
395140,415,"Sunbury, PA",40.8634,-76.7944,700,7.5,0
395175,416,"Ukiah, CA",39.1502,-123.2078,1458,7.5,-2.78%
753887,417,"Hermiston, OR",45.8404,-119.2895,1172,7.5,0.83%
394964,419,"Parkersburg, WV",39.2667,-81.5615,950,7.5,0
394373,420,"Beaver Dam, WI",43.4575,-88.8373,987,7.5,6.40%
394641,422,"Grants Pass, OR",42.439,-123.327,1165,10.0,-0.17%
394809,425,"Lufkin, TX",31.3382,-94.7291,788,7.5,0
395248,426,"Zanesville, OH",39.9403,-82.0132,1081,7.5,0
394907,427,"New Castle, PA",41.0037,-80.347,718,10.0,-1.33%
394925,428,"Oak Harbor, WA",48.2932,-122.643,1643,10.0,3.60%
395212,430,"Watertown, WI",43.1947,-88.7287,1138,7.5,8.60%
394568,432,"Elmira, NY",42.0898,-76.8077,1032,7.5,0
394644,433,"Great Falls, MT",47.4942,-111.2833,1095,10.0,4.80%
395042,435,"Russellville, AR",35.2784,-93.1338,844,7.5,0
394859,437,"Midland, MI",43.6156,-84.2472,1586,10.0,4.70%
394675,441,"Helena, MT",46.5884,-112.0245,1460,10.0,11.30%
394744,442,"Key West, FL",24.5551,-81.78,2878,7.5,4.60%
395133,444,"Stillwater, OK",36.1156,-97.0584,949,7.5,0
394489,445,"Columbus, IN",39.2014,-85.9214,1309,10.0,9.90%
394452,447,"Centralia, WA",46.716,-122.9543,1378,10.0,7.70%
394682,449,"Hinesville, GA",31.847,-81.5964,1397,7.5,-5.40%
395205,451,"Warsaw, IN",41.2381,-85.853,1202,7.5,6.77%
395126,453,"Statesboro, GA",32.4488,-81.7832,1091,7.5,3.70%
394445,454,"Casper, WY",42.8666,-106.3131,1436,10.0,3.70%
395231,455,"Wilson, NC",35.7212,-77.9155,1044,7.5,0
753881,456,"Glenwood Springs, CO",39.5505,-107.3248,2667,10.0,1.41%
394866,458,"Minot, ND",48.2325,-101.295,1045,10.0,6.80%
394638,462,"Grand Island, NE",40.9264,-98.342,1313,12.5,-1.54%
394699,465,"Huntsville, TX",30.7235,-95.5508,1041,10.0,3.81%
394738,466,"Keene, NH",42.9337,-72.278,1783,7.5,8.00%
394674,467,"Heber, UT",40.5069,-111.4132,2148,7.5,0
394593,470,"Findlay, OH",41.0442,-83.6499,1377,10.0,-10.45%
394614,471,"Frankfort, KY",38.2009,-84.8733,978,10.0,10.10%
394516,472,"Danville, IL",40.1245,-87.63,595,10.0,11.00%
394298,473,"Aberdeen, WA",46.9759,-123.8157,1350,10.0,12.30%
753928,476,"Wisconsin Rapids, WI",44.3836,-89.8173,845,7.5,0
753893,477,"Jefferson, GA",34.1173,-83.5724,1479,7.5,1.90%
394752,490,"Klamath Falls, OR",42.225,-121.7817,1087,10.0,5.95%
394472,492,"Clearlake, CA",38.9582,-122.6264,1625,7.5,0
395021,499,"Richmond, IN",39.8289,-84.8902,638,7.5,0
394829,500,"Marquette, MI",46.5436,-87.3954,1074,10.0,-5.26%
394885,502,"Mount Pleasant, MI",43.5978,-84.7675,792,7.5,0
394827,504,"Marion, OH",40.5887,-83.1285,880,7.5,0
394360,505,"Baraboo, WI",43.4719,-89.7446,991,7.5,0.34%
395092,510,"Shelton, WA",47.215,-123.1007,1542,7.5,9.91%
394899,512,"Nacogdoches, TX",31.604,-94.6555,872,7.5,0
394600,515,"Forest City, NC",35.334,-81.8651,900,7.5,0
395020,517,"Rexburg, ID",43.826,-111.7897,1017,7.5,1.50%
394787,518,"Lewiston, ID",46.4165,-117.0177,1159,7.5,0.76%
394759,519,"Laconia, NH",43.5279,-71.4703,1865,7.5,1.80%
394343,521,"Athens, OH",39.3292,-82.1013,869,7.5,38.44%
395199,525,"Walla Walla, WA",46.0646,-118.343,1407,7.5,5.10%
394701,527,"Hutchinson, KS",38.0608,-97.9298,664,10.0,0.77%
394693,528,"Hudson, NY",42.2529,-73.7905,1933,7.5,8.20%
395124,529,"Starkville, MS",33.4504,-88.8184,1107,7.5,-18.35%
394631,531,"Gillette, WY",44.2911,-105.5022,1194,10.0,5.98%
395044,533,"Rutland, VT",43.6106,-72.9726,1350,7.5,0
845162,535,"Granbury, TX",32.4421,-97.7942,1432,7.5,4.40%
394362,540,"Barre, VT",44.197,-72.502,1282,7.5,3.44%
394939,542,"Oneonta, NY",42.4529,-75.0638,1312,7.5,-2.66%
394923,544,"Norwalk, OH",41.2425,-82.6157,1213,7.5,0
394456,549,"Charleston, IL",39.4967,-88.1762,656,7.5,3.31%
394592,550,"Fernley, NV",39.6074,-119.2518,1450,7.5,-1.69%
394444,551,"Carson City, NV",39.1638,-119.7674,1835,7.5,5.50%
394551,552,"Eagle Pass, TX",28.7091,-100.4995,1464,10.0,-0.88%
753877,554,"Cullowhee, NC",35.3132,-83.176,1224,7.5,-2.00%
394737,555,"Kearney, NE",40.6994,-99.0817,1669,7.5,0
394940,557,"Ontario, OR",44.0265,-116.9629,1395,7.5,0
394411,561,"Branson, MO",36.6437,-93.2185,909,10.0,0.05%
394446,562,"Cedar City, UT",37.6775,-113.0619,1264,10.0,-0.30%
394951,564,"Oxford, MS",34.3665,-89.5192,1523,7.5,0
394556,566,"Edwards, CO",39.6442,-106.5946,3134,7.5,1.38%
394547,567,"Durango, CO",37.2753,-107.8801,1865,10.0,5.70%
395204,578,"Warrensburg, MO",38.7628,-93.7361,846,10.0,5.80%
394604,580,"Fort Leonard Wood, MO",37.7057,-92.157,907,7.5,4.70%
394344,584,"Athens, TN",35.4428,-84.593,950,7.5,0
394571,585,"Enterprise, AL",31.3152,-85.8552,1058,7.5,-3.08%
394363,590,"Bartlesville, OK",36.7473,-95.9808,1362,10.0,2.54%
394503,592,"Corsicana, TX",32.0954,-96.4689,1152,10.0,4.40%
394954,601,"Pahrump, NV",36.2083,-115.9839,1266,7.5,0
753905,604,"Newport, OR",44.6365,-124.0532,1528,7.5,0
394326,607,"Amsterdam, NY",42.9387,-74.1882,1208,7.5,0.69%
394628,610,"Gardnerville Ranchos, NV",38.8946,-119.7513,1917,7.5,0
394478,615,"Clovis, NM",34.4048,-103.2052,1006,10.0,1.90%
395043,618,"Ruston, LA",32.5232,-92.6379,1123,7.5,7.20%
395008,620,"Pullman, WA",46.7313,-117.178,1178,7.5,3.88%
394391,623,"Blackfoot, ID",43.1902,-112.3441,1047,7.5,-0.51%
395017,624,"Red Wing, MN",44.5627,-92.5338,1069,7.5,0
394504,629,"Cortland, NY",42.6012,-76.1805,1359,7.5,5.00%
753916,632,"Sandpoint, ID",48.2766,-116.5535,1298,7.5,0
395037,659,"Rolla, MO",37.9514,-91.7715,677,7.5,7.90%
394567,663,"Ellensburg, WA",46.9965,-120.5478,1314,7.5,4.62%
394448,675,"Cedartown, GA",34.0173,-85.2555,900,7.5,0
395032,678,"Rock Springs, WY",41.5875,-109.2029,1292,7.5,5.30%
395129,680,"Stephenville, TX",32.2207,-98.2023,766,7.5,-3.20%
394341,691,"Astoria, OR",46.1879,-123.8313,1557,7.5,11.60%
394844,694,"McComb, MS",31.244,-90.4531,1350,7.5,0
394354,698,"Austin, MN",43.6666,-92.9746,794,7.5,3.22%
394881,703,"Moscow, ID",46.7324,-117.0002,1085,7.5,0
394981,708,"Pittsburg, KS",37.4109,-94.7047,754,7.5,0
395227,715,"Williston, ND",48.1467,-103.617,1329,7.5,8.10%
394300,720,"Ada, OK",34.7745,-96.6789,775,7.5,0
394507,722,"Crawfordsville, IN",40.0412,-86.8744,927,7.5,0.80%
394799,727,"Lock Haven, PA",41.137,-77.4469,855,7.5,0
394771,733,"Laramie, WY",41.3114,-105.5911,908,7.5,8.20%
394894,734,"Murray, KY",36.6103,-88.3148,1042,7.5,-1.04%
394617,735,"Fremont, NE",41.4333,-96.4981,1096,7.5,0
394370,751,"Bay City, TX",28.982,-95.9694,828,7.5,-4.75%
394920,752,"North Platte, NE",41.1239,-100.7654,825,7.5,0
394430,764,"Butte, MT",46.0038,-112.5347,1066,7.5,-5.17%
394569,767,"Emporia, KS",38.4039,-96.1817,613,7.5,-2.00%
395149,777,"Taos, NM",36.4072,-105.5731,2000,7.5,0
394419,778,"Brookings, SD",44.3114,-96.7984,990,7.5,10.60%
394533,785,"Dickinson, ND",46.8792,-102.7896,1119,7.5,-11.20%
786262,786,"Pella, IA",41.4078,-92.9118,1124,7.5,0
394613,790,"Frankfort, IN",40.2792,-86.5108,725,7.5,0
394835,794,"Martin, TN",36.3434,-88.8503,900,7.5,0
394730,802,"Juneau, AK",58.3019,-134.4197,1638,7.5,0
753871,811,"Breckenridge, CO",39.4817,-106.0384,2954,7.5,4.59%
394892,832,"Mountain Home, ID",43.1332,-115.6913,1200,7.5,0
395198,882,"Wahpeton, ND",46.2641,-96.6056,808,7.5,4.88%
395130,890,"Sterling, CO",40.6256,-103.2077,1000,7.5,0
394718,892,"Jamestown, ND",46.9105,-98.7084,1323,7.5,4.00%
394996,915,"Portales, NM",34.1862,-103.336,831,7.5,-0.29%
753880,930,"Fairfield, IA",41.0089,-91.9626,699,7.5,0
